material_id,band_gaps
mp-7538,4.4425
mp-7607,1.3493999999999997
mp-23330,5.6597
mp-2951,1.5051
mp-542112,3.2635
mp-770778,1.3705000000000007
mp-1016873,3.7158
mp-5837,3.3808
mp-19031,3.076
mp-22428,2.3064
mp-1078295,3.8678
mp-753790,2.1447000000000003
mp-756118,4.456200000000001
mp-756077,2.8875
mp-1184150,3.0931000000000006
mp-755605,4.078799999999999
mp-1179819,1.7655999999999998
mp-548403,5.7446
mp-22564,1.402
mp-1105765,1.8693
mvc-15745,1.6800999999999997
mp-556026,3.6569
mp-696871,3.4705000000000004
mp-555313,2.839
mp-754226,3.3403
mp-754208,2.5533
mp-1101394,2.6342000000000003
mp-753318,4.5198
mp-554811,1.4395999999999995
mp-23080,1.9384
mp-14550,2.1222000000000003
mp-781081,3.1159
mp-5304,3.575500000000001
mp-1101371,4.7782
mp-756834,2.3515999999999995
mp-754943,3.2083
mp-20699,1.5091
mp-777295,2.677
mp-861504,4.6713000000000005
mp-1188011,1.0766999999999998
mp-22212,1.2828
mp-685935,1.7245
mp-4135,5.3773
mp-27193,3.1942000000000004
mp-555021,2.7778
mp-755717,4.6877
mp-776083,2.3784999999999994
mp-3382,3.5254000000000003
mp-19024,1.5714000000000006
mp-557787,2.4363
mp-31250,3.0329000000000006
mp-22224,2.9054
mp-4535,3.4151
mp-754165,2.7057
mp-1101383,2.3366
mp-3759,3.7798
mp-754103,1.3106
mp-780387,4.5175
mp-1096800,2.8177000000000003
mp-556084,5.5817
mp-772724,2.3757999999999995
mp-753455,1.6746
mp-1185263,2.9267000000000003
mp-1190015,2.2327000000000004
